highlight_uid,highlight_name,highlight_type,highlight_author,app_name,APPL #1,APPL #2,APPL #3,APPL #4,app_code_list,manual_highlight_description,highlight_description,manual_image_url,image_url,video_url,main_link,article_links,tech_previous_work_description,tech_previous_work_url,tech_recommendation,tech_impact,notes,related_highlights,tech_external_url,partner_suricata_link,related_highlights,related_highlights,new image,Please write your initials on column F before starting to fill out new entries
PRT078,twoosk,partner,jgp,Share a better future,SHARFUTU,,,,SHARFUTU,We are a marketplace that aims to be the worlds’ reference for matching opportunities in B2B. ,We are a marketplace that aims to be the worlds’ reference for matching opportunities in B2B. ,https://media.licdn.com/dms/image/C560BAQHGNWHfJ64ANQ/company-logo_400_400/0?e=1566432000&v=beta&t=ziNmHYsPr_KJlouGQ1AHx7AkC3tGrXEM-zk3dLAb_-0,https://media.licdn.com/dms/image/C560BAQHGNWHfJ64ANQ/company-logo_400_400/0?e=1566432000&v=beta&t=ziNmHYsPr_KJlouGQ1AHx7AkC3tGrXEM-zk3dLAb_-0,,https://www.twoosk.com/page/about-us,,,,,,,,,,,,,https://media.licdn.com/dms/image/C560BAQHGNWHfJ64ANQ/company-logo_400_400/0?e=1566432000&v=beta&t=ziNmHYsPr_KJlouGQ1AHx7AkC3tGrXEM-zk3dLAb_-0
TECH71:2,Estimote,partner,tpc,"As convenient as the most convenient
Kill the noise
Agile shopping experience
As cheap as the cheapest",CONVCONV,KILLNOIS,AGILSHOP,CHEACHEA,"CONVCONV,KILLNOIS,AGILSHOP,CHEACHEA","Estimote SDK can be embedded into mobile apps, which can then use signals from built-in sensors or nearby beacons to estimate the context and micro-location of an event. Developers can easily build proximity or indoor location applications and trigger pre-programmed actions or send relevant messages.","Estimote SDK can be embedded into mobile apps, which can then use signals from built-in sensors or nearby beacons to estimate the context and micro-location of an event. Developers can easily build proximity or indoor location applications and trigger pre-programmed actions or send relevant messages.",https://estimote.com/assets/svg/scalable-systems-lg.f5b55b0a.svg,https://estimote.com/assets/svg/scalable-systems-lg.f5b55b0a.svg,,https://estimote.com/,,,,,,,,,,"TECH71:1,TECH71:3,TECH71","TECH71,TECH71:1,TECH71:3",,https://estimote.com/assets/svg/scalable-systems-lg.f5b55b0a.svg
TECH62:1,Cisco/Musion Telepresence,partner,tpc,"Undocked offices
Tools to provide humanized services
Total work flexibility",UNDOOFFI,TOOLHUMA,WORKFLEX,,"UNDOOFFI,TOOLHUMA,WORKFLEX",Eyeliner 3D by Musion offers a new and unique high definition video 3D hologram projector screen allowing spectacular freeform 3-dimensional holographic moving images to appear within a live stage setting,Eyeliner 3D by Musion offers a new and unique high definition video 3D hologram projector screen allowing spectacular freeform 3-dimensional holographic moving images to appear within a live stage setting,/main/img/oldtechimg/cisco_holograms.jpg,/main/img/oldtechimg/cisco_holograms.jpg,https://www.youtube.com/watch?v=jxt5JE5VB5k,http://www.musion3d.co.uk/services/telepresence/,,,,,,,,,,"TECH62:2,TECH62","TECH62,TECH62:2",,/oldtechimg//main/img/oldtechimg/cisco_holograms.jpg.jpg
TECH69:1,Eyesee,partner,tpc,"As cheap as the cheapest
Automate repetitive tasks",CHEACHEA,AUTOTASK,,,"CHEACHEA,AUTOTASK","Eyesee is a drone solution designed to automate inventory-taking and inventory control in warehouses. It's a fully assisted indoor drone, using its camera and a powerful system of on-board sensors, Eyesee moves around the warehouse independently according to a predetermined flight plan to capture the relevant information on pallets.","Eyesee is a drone solution designed to automate inventory-taking and inventory control in warehouses. It's a fully assisted indoor drone, using its camera and a powerful system of on-board sensors, Eyesee moves around the warehouse independently according to a predetermined flight plan to capture the relevant information on pallets.",/main/img/oldtechimg/eyesee.jpg,/main/img/oldtechimg/eyesee.jpg,,https://eyesee-drone.com/?lang=en,,,,,,,,,,"TECH69:2,TECH69","TECH69,TECH69:2",,/oldtechimg//main/img/oldtechimg/eyesee.jpg.jpg
TECH10:1,Infarm,partner,tpc,"Clean Label
Traceability applications
Instore Food Preparation",CLEALABE,TRACEABI,FOODPREP,,"CLEALABE,TRACEABI,FOODPREP","Farms inspired by nature’s most elegant design and structures. Each is its own ecosystem that tailors light spectrums, temperature, and nutrients to ensure the maximum natural expression of each plant.","Farms inspired by nature’s most elegant design and structures. Each is its own ecosystem that tailors light spectrums, temperature, and nutrients to ensure the maximum natural expression of each plant.",https://images.pexels.com/photos/974314/pexels-photo-974314.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/974314/pexels-photo-974314.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,https://infarm.de/,,,,,,,,,,"TECH10:3,TECH10","TECH10,TECH10:3",,https://images.pexels.com/photos/974314/pexels-photo-974314.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940
TECH21:1,farm(x),partner,tpc,"As cheap as the cheapest
Traceability applications",CHEACHEA,TRACEABI,,,"CHEACHEA,TRACEABI","FarmX sensors measure soil, plant and environmental variables to accurately measure water stress. Advanced predictive algorithms deliver real-time irrigation actions.","FarmX sensors measure soil, plant and environmental variables to accurately measure water stress. Advanced predictive algorithms deliver real-time irrigation actions.",https://farmx.co/assets/index_files/xslideshow-screenshot-01.jpg,https://farmx.co/assets/index_files/xslideshow-screenshot-01.jpg,,https://farmx.co/,,,,,,,,,,"TECH21:4,TECH21:3,TECH21","TECH21,TECH21:3,TECH21:4",,https://farmx.co/assets/index_files/xslideshow-screenshot-01.jpg
TECH47:3,Pricer,partner,tpc,"As cheap as the cheapest
Clean Label",CHEACHEA,CLEALABE,,,"CHEACHEA,CLEALABE",Global leader in providing in-store digital shelf-edge solutions that enhance both store performance and the shopping experience. Infrared technology for bi-directional communication.,Global leader in providing in-store digital shelf-edge solutions that enhance both store performance and the shopping experience. Infrared technology for bi-directional communication.,https://www.pricer.com/wp-content/uploads/2018/09/product-image-0.png,https://www.pricer.com/wp-content/uploads/2018/09/product-image-0.png,,http://www.pricer.com,,,,,,,,,,"TECH47:2,TECH47:1,TECH47","TECH47,TECH47:1,TECH47:2",,https://www.pricer.com/wp-content/uploads/2018/09/product-image-0.png
TECH47:2,Hanshow,partner,tpc,"As cheap as the cheapest
Clean Label",CHEACHEA,CLEALABE,,,"CHEACHEA,CLEALABE",Hanshow Technology is dedicated in providing retailers with smart solutions integrated with its core technology - Electronic Shelf Label system.  Robust solution – plastic layer over glass and a silicon protection. Bidirectional communication: allow more information comparing with other ESL. ,Hanshow Technology is dedicated in providing retailers with smart solutions integrated with its core technology - Electronic Shelf Label system.  Robust solution – plastic layer over glass and a silicon protection. Bidirectional communication: allow more information comparing with other ESL. ,/main/img/oldtechimg/hans.jpg,/main/img/oldtechimg/hans.jpg,,http://en.hanshow.com,,,,,,,,,,"TECH47:3,TECH47:1,TECH47","TECH47,TECH47:1,TECH47:3",,/oldtechimg//main/img/oldtechimg/hans.jpg.jpg
TECH12:2,HeartGenetics,partner,tpc,Nutritional Personal Counseling,NUTRCOUN,,,,NUTRCOUN,"HeartGenetics is a Portuguese biotech company that developed “solutions in a box”, including genetic tests and computational tools designed to support clinical diagnosis and the prevention of cardiovascular diseases, pharmacogenetics and nutrition.","HeartGenetics is a Portuguese biotech company that developed “solutions in a box”, including genetic tests and computational tools designed to support clinical diagnosis and the prevention of cardiovascular diseases, pharmacogenetics and nutrition.",/main/img/oldtechimg/Heartdecode.jpg,/main/img/oldtechimg/Heartdecode.jpg,,http://www.heartgenetics.com/about-us/,,,,,,,,,,"TECH12:1,TECH12:6,TECH12","TECH12:6,TECH12,TECH12:1",,/oldtechimg//main/img/oldtechimg/Heartdecode.jpg.jpg
IMAN12,NutritionFacts.org,partner,man,Nutritional Personal Counseling,NUTRCOUN,,,,NUTRCOUN,How Not To Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,How Not To Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,https://i.ytimg.com/vi/nfK29VANu_0/maxresdefault.jpg,https://i.ytimg.com/vi/nfK29VANu_0/maxresdefault.jpg,,https://youtu.be/nfK29VANu_0,,,,,,,,,,,,,https://i.ytimg.com/vi/nfK29VANu_0/maxresdefault.jpg
TECH61:1,Kelvinretail,partner,tpc,"As convenient as the most convenient
As cheap as the cheapest
Automatic Styling or Curatorship
Agile shopping experience",CONVCONV,CHEACHEA,AUTOSTYL,AGILSHOP,"CONVCONV,CHEACHEA,AUTOSTYL,AGILSHOP","In cooperation with Sabadell bank, this technology allows to the users have more information about costumers. Behaviour, tendencies, preferences and global information about costumers.","In cooperation with Sabadell bank, this technology allows to the users have more information about costumers. Behaviour, tendencies, preferences and global information about costumers.",https://www.kelvinretail.com/assets/images/png/macbookpro-new.png,https://www.kelvinretail.com/assets/images/png/macbookpro-new.png,,http://www.kelvinretail.com/,,,,,,,,,,"TECH61:2,TECH61:3,TECH61","TECH61,TECH61:2,TECH61:3",,https://www.kelvinretail.com/assets/images/png/macbookpro-new.png
TECH03:1,Infor,partner,tpc,As cheap as the cheapest,CHEACHEA,,,,CHEACHEA,"Infor Retail Demand Management offers a comprehensive set of cloud-native, predictive, and machine-learning solutions that bring precision to forecasting.","Infor Retail Demand Management offers a comprehensive set of cloud-native, predictive, and machine-learning solutions that bring precision to forecasting.",/main/img/oldtechimg/infor.jpg,/main/img/oldtechimg/infor.jpg,,http://www.infor.com/product-summary/retail/demand-management/,,,,,,,,,,"TECH03:2,TECH06:3,TECH03","TECH03,TECH03:2,TECH03:3",,/oldtechimg//main/img/oldtechimg/infor.jpg.jpg
TECH08:3,Forter,partner,tpc,As cheap as the cheapest,CHEACHEA,,,,CHEACHEA,Integrated Intelligence combines human expertise with constant research and the power of machine learning to create an extremely accurate fraud protection system with higher approvals and lower chargeback rates.,Integrated Intelligence combines human expertise with constant research and the power of machine learning to create an extremely accurate fraud protection system with higher approvals and lower chargeback rates.,/main/img/oldtechimg/forter.jpg,/main/img/oldtechimg/forter.jpg,,https://www.forter.com/,,,,,,,,,,"TECH08:5,TECH05:2,TECH08:1,TECH08:2,TECH08","TECH08,TECH08:1,TECH08:2,TECH08:4,TECH08:5",,/oldtechimg//main/img/oldtechimg/forter.jpg.jpg
TECH59:1,Rainharvesting Systems,partner,tpc,Auto-sustainable stores & companies,AUTOSUST,,,,AUTOSUST,"Integrated into the normal drainage system, water is easily intercepted and diverted to where it is required. With appropriate filtration, the stored water may be used in a variety of ways throughout the home and garden, and has many applications for commercial, industrial and agricultural use.","Integrated into the normal drainage system, water is easily intercepted and diverted to where it is required. With appropriate filtration, the stored water may be used in a variety of ways throughout the home and garden, and has many applications for commercial, industrial and agricultural use.",/main/img/oldtechimg/rainharvesting.jpg,/main/img/oldtechimg/rainharvesting.jpg,,http://rainharvesting.co.uk/,,,,,,,,,,"TECH59:2,TECH59:3,TECH59","TECH59,TECH59:2,TECH59:3",,/oldtechimg//main/img/oldtechimg/rainharvesting.jpg.jpg
TECH18:4,Iris Monitoring,partner,tpc,"As cheap as the cheapest
Traceability applications
Clean Label",CHEACHEA,TRACEABI,CLEALABE,,"CHEACHEA,TRACEABI,CLEALABE",Iris monitoring combines IR Spectroscopy and Machine Learning to deliver a set of solution for food and beverage analysis.,Iris monitoring combines IR Spectroscopy and Machine Learning to deliver a set of solution for food and beverage analysis.,http://multisite.iris.cat/monitoring/files/2018/03/LogoMonitoring-04.png,http://multisite.iris.cat/monitoring/files/2018/03/LogoMonitoring-04.png,,http://www.iris-eng.com/,,,,,,,,,,"TECH18:2,TECH18:3,TECH18:7,TECH18:8,TECH18:9,TECH18:1,TECH18:6,TECH18","TECH18,TECH18:1,TECH18:2,TECH18:3,TECH18:6,TECH18:7,TECH18:8,TECH18:9",,http://multisite.iris.cat/monitoring/files/2018/03/LogoMonitoring-04.png
TECH39:2,Ubimax,partner,tpc,"Continuous Employee Training
As cheap as the cheapest",CONTTRAI,CHEACHEA,,,"CONTTRAI,CHEACHEA","It allows for hands-free, high speed order picking while simultaneously reducing the number of picking errors. With optional modules, e.g. for weight checks, barcode scans, localization, or voice confirmations, error rates can be further reduced. It has an intuitive graphical user interface design. Does not rely on any electronics in the environment except Wi-Fi.","It allows for hands-free, high speed order picking while simultaneously reducing the number of picking errors. With optional modules, e.g. for weight checks, barcode scans, localization, or voice confirmations, error rates can be further reduced. It has an intuitive graphical user interface design. Does not rely on any electronics in the environment except Wi-Fi.",/main/img/oldtechimg/ubimax.jpg,/main/img/oldtechimg/ubimax.jpg,,http://www.ubimax.com/en/,,,,,,,,,,,,,/oldtechimg//main/img/oldtechimg/ubimax.jpg.jpg
TECH60:1,Serious Simulations,partner,tpc,"Motion Control
Continuous Employee Training",MOTICONT,CONTTRAI,,,"MOTICONT,CONTTRAI","It focuses on training individuals and groups of lethal force professionals, emergency services personnel, and commercial/industrial professionals in high-danger and high-complexity tasks.  This training systems maximize natural human motion as the man-to-simulation interface and introduce little to no instrumentation burden on the trainee. ","It focuses on training individuals and groups of lethal force professionals, emergency services personnel, and commercial/industrial professionals in high-danger and high-complexity tasks.  This training systems maximize natural human motion as the man-to-simulation interface and introduce little to no instrumentation burden on the trainee. ",/main/img/oldtechimg/serious simulations.jpg,/main/img/oldtechimg/serious simulations.jpg,,http://www.serioussimulations.com/,,,,,,,,,,"TECH60:2,TECH60","TECH60,TECH60:2",,/oldtechimg//main/img/oldtechimg/serious simulations.jpg.jpg
